Sr No.,District,Service,full_address,Latitude,Longitude,service_category,nearest_neighbor_km,local_support_count_15km,district_center_distance_km,suspected_geocode_outlier
223,Hooghly,Baishali Hotel Dankuni Joykrishnapur Ph7046159026,"Baishali Hotel Dankuni Joykrishnapur Ph7046159026, restaurant, Hooghly, West Bengal, India",22.6823053,88.3035717,Food/Lodging,0.26359751337290593,104,8.02270777056861,False
224,Hooghly,Your Choice Ajabnagar Ph9433093974,"Your Choice Ajabnagar Ph9433093974, Hooghly, West Bengal, India",22.7964241,88.2400333,Other,2.4514745059052934,39,7.9435074852856316,False
225,Hooghly,Shree Guru Hindu Hotel Dankuni Joykrishnapur Ph9831163275,"Shree Guru Hindu Hotel Dankuni Joykrishnapur Ph9831163275, restaurant, Hooghly, West Bengal, India",22.583585,88.2489161,Food/Lodging,0.5868136477249091,78,19.78545728213641,False
226,Hooghly,Maa Annapurna Parul Arambagh Hooghly Ph9083555850,"Maa Annapurna Parul Arambagh Hooghly Ph9083555850, Hooghly, West Bengal, India",22.8722891,87.80153539999999,Other,1.1812918381975017,16,53.01520453661166,False
227,Hooghly,Sri Hari Hotel Mayapur Hooghly Ph8348100354,"Sri Hari Hotel Mayapur Hooghly Ph8348100354, restaurant, Hooghly, West Bengal, India",23.2409261,87.8512155,Food/Lodging,1.6444075172702135,2,71.14754267315496,False
228,Hooghly,Tyre Repair Shop Juman Ansari Arambagh Hooghly Ph9641038399,"Tyre Repair Shop Juman Ansari Arambagh Hooghly Ph9641038399, Hooghly, West Bengal, India",22.7977743,88.3466129,Vehicle Repair,3.144282867187581,51,6.591648480935207,False
229,Hooghly,Samanta Brothers Arambagh Hooghly Ph9933403092,"Samanta Brothers Arambagh Hooghly Ph9933403092, Hooghly, West Bengal, India",22.8794869,87.9172238,Other,6.480689010469276,9,41.88655546139327,False
230,Hooghly,Rajput Dhaba Goghat Beli Ph9735493279,"Rajput Dhaba Goghat Beli Ph9735493279, restaurant, Hooghly, West Bengal, India",22.8940991,87.7623981,Food/Lodging,0.5373754980717815,19,57.513340879309915,False
231,Hooghly,Motor Mechanic Electrical Koushik Parui Arambagh Hooghly Ph9734203189,"Motor Mechanic Electrical Koushik Parui Arambagh Hooghly Ph9734203189, Hooghly, West Bengal, India",22.8136833,87.93712409999999,Other,3.953717274765504,3,38.055462912902954,False
232,Hooghly,BP Pump Goghat Beli Ph6289010937,"BP Pump Goghat Beli Ph6289010937, Hooghly, West Bengal, India",22.8916406,87.7578817,Fuel Station,0.5373754980717815,19,57.88700794107406,False
233,Hooghly,Janapriya Hindu Hotel Kamarpukur Ph9732583696,"Janapriya Hindu Hotel Kamarpukur Ph9732583696, restaurant, Hooghly, West Bengal, India",22.8916763,87.65859950000001,Food/Lodging,0.7264569543442159,15,67.75662313562987,False
234,Hooghly,Motor Mechanic Mechanical Tapan Jana Arambagh Hooghly Ph9932250561,"Motor Mechanic Mechanical Tapan Jana Arambagh Hooghly Ph9932250561, Hooghly, West Bengal, India",22.8765026,87.7909507,Other,1.1812918381975017,19,54.181768395255766,False
235,Hooghly,Indian Oil Pump Chandipur Bengai Ph9474501151,"Indian Oil Pump Chandipur Bengai Ph9474501151, Hooghly, West Bengal, India",22.9336294,87.6753726,Fuel Station,0.0,15,67.30373678089951,False
236,Hooghly,Kamarpukur Dhaba Kamarpukur Ph8145585058,"Kamarpukur Dhaba Kamarpukur Ph8145585058, restaurant, Hooghly, West Bengal, India",22.8976163,87.6556468,Food/Lodging,0.0,14,68.20123045425069,False
237,Hooghly,Motor Mechanic Mechanical Anuo Karamakar Arambagh Hooghly Ph9933648202,"Motor Mechanic Mechanical Anuo Karamakar Arambagh Hooghly Ph9933648202, Hooghly, West Bengal, India",23.0254851,88.4166027,Other,3.006714571763272,24,32.316418215630584,False
238,Hooghly,BP Pump Chandipur Bengai Ph9932879407,"BP Pump Chandipur Bengai Ph9932879407, Hooghly, West Bengal, India",22.9336294,87.6753726,Fuel Station,0.0,15,67.30373678089951,False
239,Hooghly,Raina Hindu Hotel Adambera Ph8670504839,"Raina Hindu Hotel Adambera Ph8670504839, restaurant, Hooghly, West Bengal, India",22.8396895,87.9634322,Food/Lodging,3.953717274765504,3,36.04909972518842,False
240,Hooghly,TATA Motors Kalipur Arambagh Auto Ph9434563628,"TATA Motors Kalipur Arambagh Auto Ph9434563628, Hooghly, West Bengal, India",23.2242,87.8558,Vehicle Repair,1.9179422165505284,2,69.43577295771308,False
241,Hooghly,HP Pump Khatul Ph8902797236,"HP Pump Khatul Ph8902797236, Hooghly, West Bengal, India",22.9690639,87.6556468,Fuel Station,4.427657341717261,13,70.46385625914222,False
242,Hooghly,Chandni Hindu Hotel Bokultola Goghat Ph9733053960,"Chandni Hindu Hotel Bokultola Goghat Ph9733053960, restaurant, Hooghly, West Bengal, India",22.8867667,87.6941023,Food/Lodging,1.8296757425755643,15,64.09024737357542,False
243,Hooghly,Tarama Engg Works Kamarpukur Ph9733625644,"Tarama Engg Works Kamarpukur Ph9733625644, Hooghly, West Bengal, India",22.8976163,87.6556468,Other,0.0,14,68.20123045425069,False
244,Hooghly,BP Pump Kamarpukur Ph9732526117,"BP Pump Kamarpukur Ph9732526117, Hooghly, West Bengal, India",22.8976163,87.6556468,Fuel Station,0.0,14,68.20123045425069,False
245,Hooghly,Titu Motor Garage Kantai Ph9735258842,"Titu Motor Garage Kantai Ph9735258842, auto repair, Hooghly, West Bengal, India",22.8945986,87.6716689,Vehicle Repair,0.6279611360883569,14,66.52693669571457,False
246,Hooghly,HP Pump Kantai Ph9933442081,"HP Pump Kantai Ph9933442081, Hooghly, West Bengal, India",21.7840281,87.68030279999999,Fuel Station,0.0,21,125.48214587516567,False
247,Hooghly,MM Tractor Rudra Automobile Balibela Ph9732111166,"MM Tractor Rudra Automobile Balibela Ph9732111166, Hooghly, West Bengal, India",22.9978144,88.3678182,Vehicle Repair,0.09317045984801925,14,27.870285136381913,False
248,Hooghly,Indian Oil Kantai Ph9732296146,"Indian Oil Kantai Ph9732296146, Hooghly, West Bengal, India",21.7840281,87.68030279999999,Fuel Station,0.0,21,125.48214587516567,False
249,Hooghly,BP Pump Ullaspur Ph9064467063,"BP Pump Ullaspur Ph9064467063, Hooghly, West Bengal, India",22.8809545,87.7395915,Fuel Station,2.2186873834641383,15,59.40700887328717,False
250,Malda,Reliance Petro Marketing Pvt Ltd Pandua,"Reliance Petro Marketing Pvt Ltd Pandua, Malda, West Bengal, India",25.129136,88.1529192,Other,0.0,12,1.7184581793742106,False
251,Malda,Pardesi Dhaba Narayanpur 8617033606,"Pardesi Dhaba Narayanpur 8617033606, restaurant, Malda, West Bengal, India",25.0691371,87.8732832,Food/Lodging,16.704312542057373,0,27.26791624789598,False
252,Malda,Mantu Automobile Krishnakalita 8145669744,"Mantu Automobile Krishnakalita 8145669744, Malda, West Bengal, India",25.0215191,88.15623389999999,Vehicle Repair,0.7066110233321871,10,12.141294595211262,False
253,Malda,MS Bengal Oil Company Narayanpur,"MS Bengal Oil Company Narayanpur, Malda, West Bengal, India",25.409042,87.8635686,Fuel Station,0.0,2,41.45271383953669,False
254,Malda,Teesta Dhaba Rangabhita 9932672145,"Teesta Dhaba Rangabhita 9932672145, restaurant, Malda, West Bengal, India",25.2089753,88.186449,Food/Lodging,0.6327975011195401,8,10.234505350428309,False
255,Malda,Md Anowar Garage 9474081264,"Md Anowar Garage 9474081264, auto repair, Malda, West Bengal, India",25.4650382,87.9103416,Vehicle Repair,7.799263101406755,2,43.6924004676542,False
256,Malda,MS Utpal Roy Choudhury Gour Bangla,"MS Utpal Roy Choudhury Gour Bangla, Malda, West Bengal, India",25.2124156,87.9231635,Other,16.704312542057373,0,23.321214771493736,False
257,Malda,Lakshmi Hotel Lakshmipur 9851545834,"Lakshmi Hotel Lakshmipur 9851545834, restaurant, Malda, West Bengal, India",24.801475,87.96778280000001,Food/Lodging,5.189430440953294,16,40.18062788747147,False
258,Malda,Arfan Garage Kaliachak 9733385639,"Arfan Garage Kaliachak 9733385639, auto repair, Malda, West Bengal, India",24.8601714,88.01918610000001,Vehicle Repair,1.6904900762829147,12,32.13557885857176,False
259,Malda,Paul Brothers Rathbari NH34,"Paul Brothers Rathbari NH34, Malda, West Bengal, India",25.0045795,88.1358491,Other,1.3194012617578346,9,13.850050880603053,False
260,Malda,Pathasathi Narayanpur Old Malda 8918729094,"Pathasathi Narayanpur Old Malda 8918729094, Malda, West Bengal, India",25.0557268,88.1364591,Other,4.293859066949318,10,8.162961738092852,False
261,Malda,Monalisa Automobile Gazole 9732676201,"Monalisa Automobile Gazole 9732676201, Malda, West Bengal, India",25.2108593,88.1923843,Vehicle Repair,0.6327975011195401,8,10.721392052649163,False
262,Malda,Kaliachak Petro Mart Sultanganj,"Kaliachak Petro Mart Sultanganj, Malda, West Bengal, India",24.8547425,88.00353559999999,Other,1.6904900762829147,14,33.29794434342937,False
263,Malda,Master Dhaba Pandua 9547380101,"Master Dhaba Pandua 9547380101, restaurant, Malda, West Bengal, India",25.1517423,88.1656496,Food/Lodging,2.081440853482929,10,3.9137279567842262,False
264,Malda,MS Babu Narayanpur 9933640699,"MS Babu Narayanpur 9933640699, Malda, West Bengal, India",24.9946936,88.1430897,Other,1.3194012617578346,8,14.967092424631502,False
265,Malda,Jhabarmal Mussadi Mangalbari,"Jhabarmal Mussadi Mangalbari, Malda, West Bengal, India",25.0188365,88.1498766,Other,0.7066110233321871,10,12.345847590206208,False
266,Malda,MS Hemraj Ramgopal Rangavita,"MS Hemraj Ramgopal Rangavita, Malda, West Bengal, India",25.2031811,88.1864224,Other,0.0,8,9.679596972941942,False
267,Malda,COCO Swagat Indian Oil Kaluadighi Narayanpur,"COCO Swagat Indian Oil Kaluadighi Narayanpur, Malda, West Bengal, India",25.409042,87.8635686,Fuel Station,0.0,2,41.45271383953669,False
268,Malda,MS Gour Fuel Services Station Gour Bangla,"MS Gour Fuel Services Station Gour Bangla, petrol pump, Malda, West Bengal, India",24.9479119,88.1109042,Fuel Station,4.094815634365548,8,20.307300162914107,False
269,Malda,MS Jysona Kisan Seva Kendra Gopalganj,"MS Jysona Kisan Seva Kendra Gopalganj, Malda, West Bengal, India",25.4242696,88.7367697,Other,5.334200429481064,5,68.75865098953774,False
270,Malda,MS Azam Kishan Seva Kendra Jalapur Chanchol,"MS Azam Kishan Seva Kendra Jalapur Chanchol, Malda, West Bengal, India",25.3303087,88.0673316,Other,9.584460605342796,1,23.407030120451434,False
271,Malda,MS Seth Brothers Adina Shibari Nagar,"MS Seth Brothers Adina Shibari Nagar, Malda, West Bengal, India",25.1374349,88.1523157,Other,0.9247932548644133,11,1.8971941518442337,False
272,Malda,MS SK Paul Uttar Jadupur,"MS SK Paul Uttar Jadupur, Malda, West Bengal, India",24.9843293,88.1169354,Other,2.876892175173927,6,16.214090277622635,False
273,Howrah,Sen Service Station 9007968248,"Sen Service Station 9007968248, Howrah, West Bengal, India",22.6429212,88.33706579999999,Fuel Station,2.2633770213114617,102,7.165044768806796,False
274,Howrah,Grewal Dhaba Foreshore Road,"Grewal Dhaba Foreshore Road, restaurant, Howrah, West Bengal, India",22.5626211,88.3257859,Food/Lodging,0.9858027940195768,75,3.0308855979549816,False
276,Howrah,Seem Service Station 9830042235,"Seem Service Station 9830042235, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
277,Howrah,Punjabi Dhaba Andul Road Gesk Gate,"Punjabi Dhaba Andul Road Gesk Gate, restaurant, Howrah, West Bengal, India",22.5633443,88.3011243,Food/Lodging,0.45204769508252557,76,2.4391625999243773,False
278,Howrah,Shalimar Motor Parts Podra on Andul Road,"Shalimar Motor Parts Podra on Andul Road, Howrah, West Bengal, India",22.4764152,88.09010390000002,Other,8.618796721546543,4,25.391675620999404,False
279,Howrah,Sankar Service Station 9831499780,"Sankar Service Station 9831499780, Howrah, West Bengal, India",22.5911916,88.3413088,Fuel Station,0.27059214550697175,81,3.5067130562864257,False
280,Howrah,Krishna Hotel Churanhati Andul Road,"Krishna Hotel Churanhati Andul Road, restaurant, Howrah, West Bengal, India",22.5701921,88.2661644,Food/Lodging,0.04455420553042375,77,4.571494760746177,False
281,Howrah,Raj Motor Foreshore Road,"Raj Motor Foreshore Road, Howrah, West Bengal, India",22.5698019,88.3314164,Other,0.6546499511482529,76,2.900818949644545,False
282,Howrah,Madan Service Station 9836686000,"Madan Service Station 9836686000, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
283,Howrah,Ludhiana Dhaba Ankurhati,"Ludhiana Dhaba Ankurhati, restaurant, Howrah, West Bengal, India",22.6314236,88.3005834,Food/Lodging,1.9370657061212169,101,5.28879962009909,False
284,Howrah,Salma Motor Betaitala Phari,"Salma Motor Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713,Other,0.0,76,2.4663891163199954,False
285,Howrah,Howrah Motor  Electric Co 9831148153,"Howrah Motor  Electric Co 9831148153, Howrah, West Bengal, India",22.5827989,88.334615,Other,0.19839267129649518,81,2.7415234741788246,False
286,Howrah,Hindusthan Hotel Alampur,"Hindusthan Hotel Alampur, restaurant, Howrah, West Bengal, India",22.5845632,88.2145954,Food/Lodging,0.09696851375328636,70,9.586118629885293,False
287,Howrah,Ganpati Motor 24 Banebari Bose Road,"Ganpati Motor 24 Banebari Bose Road, Howrah, West Bengal, India",22.5642767,88.2580721,Other,1.023839682305621,74,5.587994499330553,False
288,Howrah,Makin Brothers,"Makin Brothers, Howrah, West Bengal, India",22.5756892,88.3314551,Other,0.6546499511482529,79,2.5969357124691093,False
290,Howrah,Lala Motor Das Nagar Shampur,"Lala Motor Das Nagar Shampur, Howrah, West Bengal, India",22.6034365,88.30899149999999,Other,2.234478455801399,84,2.124824064046914,False
291,Howrah,Kanak Service Station 9830194808,"Kanak Service Station 9830194808, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
292,Howrah,Maa Kali Hotel Kona,"Maa Kali Hotel Kona, restaurant, Howrah, West Bengal, India",22.6111499,88.2888912,Food/Lodging,2.234478455801399,82,3.565670006999936,False
293,Howrah,Rakesh Motor Near Nabanna Bus Stand,"Rakesh Motor Near Nabanna Bus Stand, Howrah, West Bengal, India",22.5675401,88.31353969999999,Other,0.20448541429334427,75,1.9549461411869171,False
294,Howrah,Shroff Brothers 9231551093,"Shroff Brothers 9231551093, Howrah, West Bengal, India",22.5818019,88.33621749999999,Other,0.19839267129649518,81,2.9144387884948912,False
296,Howrah,Modi Tyre Betaitala Phari,"Modi Tyre Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713,Vehicle Repair,0.0,76,2.4663891163199954,False
297,Howrah,Pratap Service Station 9839710771,"Pratap Service Station 9839710771, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
298,Howrah,Hotel Balaram Alampur,"Hotel Balaram Alampur, restaurant, Howrah, West Bengal, India",22.5965883,88.2254614,Food/Lodging,1.16383315346831,75,8.57873461795435,False
299,Howrah,Rahamat Repairing Center Betaitala Phari,"Rahamat Repairing Center Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713,Vehicle Repair,0.0,76,2.4663891163199954,False
300,Howrah,Grewal Service Station 9830027222,"Grewal Service Station 9830027222, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
301,Howrah,Moonlight Alampur,"Moonlight Alampur, Howrah, West Bengal, India",22.5843344,88.21550680000001,Other,0.09696851375328636,71,9.492526151476834,False
302,Howrah,RK Motor Parts Alampur,"RK Motor Parts Alampur, Howrah, West Bengal, India",22.5835097,88.21176969999999,Other,0.312867726343094,69,9.876679009329736,False
303,Howrah,Sakti Service Station 9830252780,"Sakti Service Station 9830252780, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
304,Howrah,Standard Auto Service 9831148153,"Standard Auto Service 9831148153, Howrah, West Bengal, India",22.5861665,88.22441359999999,Vehicle Repair,0.9368548337151266,73,8.58040104358762,False
305,Howrah,Viluar Service Station 9831431090,"Viluar Service Station 9831431090, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
306,Howrah,Beoli Service Station 9830052015,"Beoli Service Station 9830052015, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
307,Howrah,Mishra Service Station,"Mishra Service Station, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
308,Howrah,Mathuria Service Station 9831627765,"Mathuria Service Station 9831627765, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
309,Howrah,Akash Moni Service Station 9830028954,"Akash Moni Service Station 9830028954, Howrah, West Bengal, India",22.5665503,88.3152181,Fuel Station,0.20448541429334427,75,2.114796061839089,False
310,Howrah,Karunamoyee Service Station,"Karunamoyee Service Station, Howrah, West Bengal, India",22.5621843,88.3053436,Fuel Station,0.45204769508252557,76,2.479480075300011,False
311,Howrah,Sombhunath Service Station 9477656184,"Sombhunath Service Station 9477656184, Howrah, West Bengal, India",22.583144,88.312668,Fuel Station,1.3221277739323711,79,0.5011255935544717,False
312,Howrah,Haripada Service Station 9433083476,"Haripada Service Station 9433083476, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
313,Howrah,Harisadan Service Station 9830078437,"Harisadan Service Station 9830078437, Howrah, West Bengal, India",22.5689594,88.3068421,Fuel Station,0.49036504068056025,76,1.715348815557066,False
314,Howrah,Anil Service Station 9830078437,"Anil Service Station 9830078437, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
315,Howrah,Aparna Energy Station 9836213821,"Aparna Energy Station 9836213821, Howrah, West Bengal, India",22.5744149,88.302447,Other,0.7560713555920677,77,1.2416461119322995,False
316,Howrah,Bakultola Motor Stores 9831148153,"Bakultola Motor Stores 9831148153, Howrah, West Bengal, India",22.5582299,88.28414000000001,Other,1.8344196278765228,76,3.797476954838223,False
317,Howrah,Panchpara Service Station 9830176605,"Panchpara Service Station 9830176605, Howrah, West Bengal, India",22.5701725,88.265731,Fuel Station,0.04455420553042375,77,4.614041118648459,False
318,Howrah,Arun Service Station 9830078437,"Arun Service Station 9830078437, Howrah, West Bengal, India",22.584351,88.24326099999999,Fuel Station,0.5868136477249091,78,6.643058412780918,False
319,Howrah,Debi Service Station 9836479277,"Debi Service Station 9836479277, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
320,Howrah,Lakshmi Service Station,"Lakshmi Service Station, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
321,Howrah,Manada Service Station,"Manada Service Station, Howrah, West Bengal, India",22.6474565,88.30796529999999,Fuel Station,0.0,104,7.017011443368032,False
322,Howrah,Manu Filling Centre 7278361691,"Manu Filling Centre 7278361691, Howrah, West Bengal, India",22.5713745,88.31083799999999,Other,0.49036504068056025,76,1.4727577249495516,False
323,Howrah,K C Dey  Brothers 9433167126,"K C Dey  Brothers 9433167126, Howrah, West Bengal, India",22.5632143,88.3586478,Other,2.890509690334238,72,5.710001957442547,False
324,Murshidabad,May Filling Station Khargram 9432139097,"May Filling Station Khargram 9432139097, Murshidabad, West Bengal, India",24.0266978,87.9849242,Fuel Station,9.218085865734128,3,31.674769947145727,False
326,Murshidabad,New Star Service Centre 7001580023,"New Star Service Centre 7001580023, Murshidabad, West Bengal, India",24.0436987,88.4234366,Vehicle Repair,15.024142986614576,0,43.115197114909854,False
327,Murshidabad,MD Ghosh Filling Station Farakka 9434124831,"MD Ghosh Filling Station Farakka 9434124831, Murshidabad, West Bengal, India",24.3285375,87.84416159999999,Fuel Station,3.043346410686095,9,25.974461349815765,False
328,Murshidabad,Hotel Bahadur Safdar 9434320717,"Hotel Bahadur Safdar 9434320717, restaurant, Murshidabad, West Bengal, India",24.6369297,87.9811478,Food/Lodging,3.7261227658687632,11,40.07331888039359,False
329,Murshidabad,Shree Automobile Pvt Ltd NH34 Sargachi,"Shree Automobile Pvt Ltd NH34 Sargachi, Murshidabad, West Bengal, India",24.0195319,88.24976889999999,Vehicle Repair,0.0,6,34.05529101535991,False
330,Murshidabad,Aruna Filling Station Beldanga 9475056866,"Aruna Filling Station Beldanga 9475056866, Murshidabad, West Bengal, India",23.9358993,88.25146509999999,Fuel Station,9.301117461151415,3,42.61610841092737,False
331,Murshidabad,Hotel Rang Sagar 9332330630,"Hotel Rang Sagar 9332330630, restaurant, Murshidabad, West Bengal, India",24.1759039,88.2801785,Food/Lodging,0.0,14,22.612782741880054,False
332,Murshidabad,SM Motors Sargachi,"SM Motors Sargachi, Murshidabad, West Bengal, India",24.6883817,87.9312279,Vehicle Repair,1.781321992536586,20,47.12998834203459,False
333,Murshidabad,IOC Pump Sargachi 9474570055,"IOC Pump Sargachi 9474570055, Murshidabad, West Bengal, India",24.0195319,88.24976889999999,Fuel Station,0.0,6,34.05529101535991,False
334,Murshidabad,Hotel Nizam 9772779155,"Hotel Nizam 9772779155, restaurant, Murshidabad, West Bengal, India",24.1759039,88.2801785,Food/Lodging,0.0,14,22.612782741880054,False
335,Murshidabad,Vinayak Automobile Behrampore,"Vinayak Automobile Behrampore, Murshidabad, West Bengal, India",24.1216907,88.5442891,Vehicle Repair,0.04305238101670988,4,49.137727210511244,False
336,Murshidabad,BP Petrol Pump Murshidabad 8010812930,"BP Petrol Pump Murshidabad 8010812930, petrol pump, Murshidabad, West Bengal, India",24.538716,87.8500645,Fuel Station,10.553901512737294,5,37.1101281498692,False
337,Murshidabad,Babul Hotel Farakka 9738014510,"Babul Hotel Farakka 9738014510, restaurant, Murshidabad, West Bengal, India",24.8101343,87.9139988,Food/Lodging,0.5434121753680492,15,60.48130298831831,False
338,Murshidabad,Ashok Leyland Workshop Motors Works,"Ashok Leyland Workshop Motors Works, auto repair, Murshidabad, West Bengal, India",24.1759039,88.2801785,Vehicle Repair,0.0,14,22.612782741880054,False
339,Murshidabad,Indian Oil Station Farakka 9434781557,"Indian Oil Station Farakka 9434781557, Murshidabad, West Bengal, India",24.772365,87.914693,Fuel Station,0.8438705112411167,19,56.47653922988675,False
340,Murshidabad,Puraj Mandi Sargachi 8967140960,"Puraj Mandi Sargachi 8967140960, Murshidabad, West Bengal, India",24.0195319,88.24976889999999,Other,0.0,6,34.05529101535991,False
341,Murshidabad,SK Motors Lalgola,"SK Motors Lalgola, Murshidabad, West Bengal, India",24.4133349,88.26071879999999,Vehicle Repair,0.0,3,21.318004550869468,False
342,Murshidabad,Shakti Service Station Murshidabad 9434000901,"Shakti Service Station Murshidabad 9434000901, Murshidabad, West Bengal, India",24.1759039,88.2801785,Fuel Station,0.0,14,22.612782741880054,False
343,Murshidabad,Murshidabad Dhaba Samserganj,"Murshidabad Dhaba Samserganj, restaurant, Murshidabad, West Bengal, India",24.6409233,87.94328370000001,Food/Lodging,0.0,13,41.77262291192226,False
345,Murshidabad,Milan Dhaba Raninagar 9932156306,"Milan Dhaba Raninagar 9932156306, restaurant, Murshidabad, West Bengal, India",24.2217631,88.5480729,Food/Lodging,10.09016533728032,3,46.358576727081434,False
346,Murshidabad,Serampore Fuel Service Farakka 7519696788,"Serampore Fuel Service Farakka 7519696788, petrol pump, Murshidabad, West Bengal, India",24.7797393,87.9166676,Fuel Station,0.0,16,57.18765885959739,False
347,Murshidabad,BCD Dhaba Morgram,"BCD Dhaba Morgram, restaurant, Murshidabad, West Bengal, India",24.3025793,88.0163889,Food/Lodging,0.0,7,8.287654661551125,False
348,Murshidabad,Ali Shah Filling Station Farakka 9434158686,"Ali Shah Filling Station Farakka 9434158686, Murshidabad, West Bengal, India",24.7797393,87.9166676,Fuel Station,0.0,16,57.18765885959739,False
349,Murshidabad,Hotel Ajoyn Farakka 8016800144,"Hotel Ajoyn Farakka 8016800144, restaurant, Murshidabad, West Bengal, India",24.7797393,87.9166676,Food/Lodging,0.0,16,57.18765885959739,False
350,Murshidabad,MS Anil Filling Station Farakka 8617643611,"MS Anil Filling Station Farakka 8617643611, Murshidabad, West Bengal, India",24.8069849,87.909882,Fuel Station,0.5434121753680492,15,60.27786710962222,False
351,Murshidabad,Maa Laxmi Filling Station Sagar 9931209635,"Maa Laxmi Filling Station Sagar 9931209635, Murshidabad, West Bengal, India",24.1759039,88.2801785,Fuel Station,0.0,14,22.612782741880054,False
352,Murshidabad,Choudhury Brothers Ghorala NH34 9830223648,"Choudhury Brothers Ghorala NH34 9830223648, Murshidabad, West Bengal, India",24.1037063,88.246344,Other,2.208301304494843,16,25.856525862405483,False
353,Murshidabad,Nandalal Sarkar Chaksapur 9832135612,"Nandalal Sarkar Chaksapur 9832135612, Murshidabad, West Bengal, India",24.6424714,87.9447888,Other,0.22972272241342678,13,41.87589976126524,False
354,Murshidabad,MJ Murshidabad Sewa Reliance Pump 9547479777,"MJ Murshidabad Sewa Reliance Pump 9547479777, Murshidabad, West Bengal, India",24.1737976,88.27678879999999,Fuel Station,0.41604708897662634,14,22.46878208105262,False
355,Murshidabad,BP Morgram Petrol Pump 8011813290,"BP Morgram Petrol Pump 8011813290, petrol pump, Murshidabad, West Bengal, India",24.3025793,88.0163889,Fuel Station,0.0,7,8.287654661551125,False
356,Murshidabad,Faria Filling Station Farakka 8611564005,"Faria Filling Station Farakka 8611564005, Murshidabad, West Bengal, India",24.7797393,87.9166676,Fuel Station,0.0,16,57.18765885959739,False
357,Murshidabad,Handpur Fuel Pump Samsherganj 9773556789,"Handpur Fuel Pump Samsherganj 9773556789, petrol pump, Murshidabad, West Bengal, India",24.6969346,87.9163191,Fuel Station,1.781321992536586,20,48.56824599682624,False
358,Murshidabad,Annapurna Fuel Station Azimganj 7874211206,"Annapurna Fuel Station Azimganj 7874211206, petrol pump, Murshidabad, West Bengal, India",24.6183921,88.0243394,Fuel Station,0.0,9,36.99245682721164,False
359,Murshidabad,Gouranga Fuel House Raghunathganj 9832112455,"Gouranga Fuel House Raghunathganj 9832112455, petrol pump, Murshidabad, West Bengal, India",24.458656,88.06129179999999,Fuel Station,0.549923983552739,4,18.842224093013037,False
360,Murshidabad,Taramore Filling Centre Raghunathganj 9637095065,"Taramore Filling Centre Raghunathganj 9637095065, Murshidabad, West Bengal, India",24.539849,87.9543947,Other,10.553901512737294,11,31.089792247328745,False
362,Murshidabad,Gouri Sankar Filling Station Domkal 9434186010,"Gouri Sankar Filling Station Domkal 9434186010, Murshidabad, West Bengal, India",23.942792,88.0406951,Fuel Station,1.9338438738557215,2,39.301287833355644,False
363,Murshidabad,Sutirtha Filling Station Suti 8926139785,"Sutirtha Filling Station Suti 8926139785, Murshidabad, West Bengal, India",24.6183921,88.0243394,Fuel Station,0.0,9,36.99245682721164,False
364,Murshidabad,Platinum Fuel Pump Farakka 7731995885,"Platinum Fuel Pump Farakka 7731995885, petrol pump, Murshidabad, West Bengal, India",24.7582673,87.92035059999999,Fuel Station,0.0,19,54.80831254715415,False
365,Murshidabad,Ashutosh Service Station Jalangi 9635143885,"Ashutosh Service Station Jalangi 9635143885, Murshidabad, West Bengal, India",24.1279467,88.69042720000002,Fuel Station,0.0,3,62.86094687461375,False
366,Murshidabad,Aganmala Service Station Murshidabad 9931874044,"Aganmala Service Station Murshidabad 9931874044, Murshidabad, West Bengal, India",24.3299516,88.3066077,Fuel Station,10.315913988906802,7,21.606373331682363,False
367,Murshidabad,Brothers Farakka Filling Station 9475251754,"Brothers Farakka Filling Station 9475251754, Murshidabad, West Bengal, India",24.7936675,87.9170974,Fuel Station,1.549352835725166,16,58.64336946513314,False
