Sr No.,District,Service,full_address,Latitude,Longitude
151,Purulia,Mondal Mechanic Shop Raghunathpur Contact 9732252155,"Mondal Mechanic Shop Raghunathpur Contact 9732252155, Purulia, West Bengal, India",23.5398174,86.6850203
152,Purulia,Sarkel Petrol Pump Pahariagora Para 9547759891,"Sarkel Petrol Pump Pahariagora Para 9547759891, petrol pump, Purulia, West Bengal, India",23.5094899,86.5154448
153,Purulia,Annapurna Hindu Hotel Jhapa More Contact 9800472048,"Annapurna Hindu Hotel Jhapa More Contact 9800472048, restaurant, Purulia, West Bengal, India",23.3146752,86.36891779999999
154,Purulia,Parbes Repairing Center Purulia Barakar Rd Contact 9046167487,"Parbes Repairing Center Purulia Barakar Rd Contact 9046167487, Purulia, West Bengal, India",23.3459056,86.3770055
155,Purulia,Narayan H P Petrol Pump Anara 9932319044,"Narayan H P Petrol Pump Anara 9932319044, petrol pump, Purulia, West Bengal, India",23.4882015,86.5608924
156,Purulia,Banka Hindu Hotel Dubra Para,"Banka Hindu Hotel Dubra Para, restaurant, Purulia, West Bengal, India",23.542858,86.5122871
157,Purulia,Ansari Machine Centre Dubra Para Contact 9082993338,"Ansari Machine Centre Dubra Para Contact 9082993338, Purulia, West Bengal, India",23.5435696,86.51740579999999
158,Purulia,Pahariagora Petrol Pump Pahariagora Para 9547759891,"Pahariagora Petrol Pump Pahariagora Para 9547759891, petrol pump, Purulia, West Bengal, India",23.5094899,86.5154448
159,Purulia,Suraj Hotel Neturia Contact 9933483476,"Suraj Hotel Neturia Contact 9933483476, restaurant, Purulia, West Bengal, India",23.6573654,86.72151749999999
160,Purulia,Firoj Repairing Centre Raghunathpur Barakar Contact 9947450866,"Firoj Repairing Centre Raghunathpur Barakar Contact 9947450866, Purulia, West Bengal, India",23.5343795,86.6686635
161,Purulia,Kalim Garage Raghunathpur Purulia Rd Contact 9635895326,"Kalim Garage Raghunathpur Purulia Rd Contact 9635895326, auto repair, Purulia, West Bengal, India",23.5343795,86.6686635
162,Purulia,SN Auto Anirban Gupta Purulia Barakar Rd Contact 8140503006,"SN Auto Anirban Gupta Purulia Barakar Rd Contact 8140503006, Purulia, West Bengal, India",23.3459056,86.3770055
163,Purulia,Khan Garage Purulia Barakar Rd Contact 9932731707,"Khan Garage Purulia Barakar Rd Contact 9932731707, auto repair, Purulia, West Bengal, India",23.4958949,86.6762176
164,Hooghly,Renu Service Station at Basipur Gurap Hooghly Mob9143040928,"Renu Service Station at Basipur Gurap Hooghly Mob9143040928, Hooghly, West Bengal, India",23.0393819,88.1327991
165,Hooghly,Shiv Shankar Dhaba Khaldhar Gurap Mob7063301291,"Shiv Shankar Dhaba Khaldhar Gurap Mob7063301291, restaurant, Hooghly, West Bengal, India",22.6828621,88.3418782
166,Hooghly,Tarak Nath Motor Garage at Sugandhya Hooghly OwnerSri Biswajit Khan7003756653,"Tarak Nath Motor Garage at Sugandhya Hooghly OwnerSri Biswajit Khan7003756653, auto repair, Hooghly, West Bengal, India",22.9076788,88.3397196
167,Hooghly,Rajhat Filling Station Goyea Dadpur Hooghly near Maheswarpur More OwnerPankaj Pandey7699935184,"Rajhat Filling Station Goyea Dadpur Hooghly near Maheswarpur More OwnerPankaj Pandey7699935184, Hooghly, West Bengal, India",23.0485676,88.43190729999999
168,Hooghly,Gitanjali Hotel Gurap Bhastara NH2 Mob9474123006,"Gitanjali Hotel Gurap Bhastara NH2 Mob9474123006, restaurant, Hooghly, West Bengal, India",23.0202454,88.1413582
169,Hooghly,Lohapatti Garage under Singur PS near Ratanpur flyover,"Lohapatti Garage under Singur PS near Ratanpur flyover, auto repair, Hooghly, West Bengal, India",22.8140988,88.22573779999999
170,Hooghly,Jay Jagannath Petrol Pump Baidyabati OwnerParitosh Ghosh9831087503,"Jay Jagannath Petrol Pump Baidyabati OwnerParitosh Ghosh9831087503, petrol pump, Hooghly, West Bengal, India",23.0393589,88.1275773
171,Hooghly,Koilash Hotel On 26 no route on NH2 Mob9932605526,"Koilash Hotel On 26 no route on NH2 Mob9932605526, restaurant, Hooghly, West Bengal, India",22.5935808,88.3408082
172,Hooghly,Biswakarma Motor Garage Sugandhya opposite Jaya Biscuit Company OwnerBhagaban Shaw9131195964,"Biswakarma Motor Garage Sugandhya opposite Jaya Biscuit Company OwnerBhagaban Shaw9131195964, auto repair, Hooghly, West Bengal, India",22.8926875,87.6774375
173,Hooghly,Rabi Baisali Hotel Mob7044159026,"Rabi Baisali Hotel Mob7044159026, restaurant, Hooghly, West Bengal, India",22.7499489,88.26688229999999
174,Hooghly,Garage beside Rabi Baisali Hotel on NH2 under Chanditala PS,"Garage beside Rabi Baisali Hotel on NH2 under Chanditala PS, restaurant, Hooghly, West Bengal, India",22.6907875,88.26470309999999
175,Hooghly,Hotel Bajrangbali opposite Nabanna under Singur,"Hotel Bajrangbali opposite Nabanna under Singur, restaurant, Hooghly, West Bengal, India",22.5973084,88.26360799999999
176,Hooghly,Hotel Hindustan under Gurap PS,"Hotel Hindustan under Gurap PS, restaurant, Hooghly, West Bengal, India",23.0240139,88.137355
177,Hooghly,Shibam Dhaba Baidyabati Mob9123626172,"Shibam Dhaba Baidyabati Mob9123626172, restaurant, Hooghly, West Bengal, India",22.7926875,88.31356249999999
178,Hooghly,HP Luxmi Petrol Pump 522 Grand Trunk Rd Mahesh Bose Para Ph03326623547,"HP Luxmi Petrol Pump 522 Grand Trunk Rd Mahesh Bose Para Ph03326623547, petrol pump, Hooghly, West Bengal, India",22.7427901,88.350501
179,Hooghly,Laltu Dhaba Durgapur Expy Monoharpur Dankuni Mob9903611771,"Laltu Dhaba Durgapur Expy Monoharpur Dankuni Mob9903611771, restaurant, Hooghly, West Bengal, India",22.6880142,88.294465
180,Hooghly,Bhandari Automobiles Pvt Ltd Serampore Old Delhi Road Bangihati More Ph03366137591,"Bhandari Automobiles Pvt Ltd Serampore Old Delhi Road Bangihati More Ph03366137591, Hooghly, West Bengal, India",22.7477635,88.3482004
181,Hooghly,Indian Oil Petrol Pump Serampore SH2 Sreerampore West Bengal 712203,"Indian Oil Petrol Pump Serampore SH2 Sreerampore West Bengal 712203, petrol pump, Hooghly, West Bengal, India",22.7412429,88.3182183
182,Hooghly,Punjabi Brothers Dhaba Delhi Road Belanagar Dankuni Ph9088844412,"Punjabi Brothers Dhaba Delhi Road Belanagar Dankuni Ph9088844412, restaurant, Hooghly, West Bengal, India",22.6715702,88.30276440000002
183,Hooghly,Bapuli  Pupuli Mazumdar 176 GT Road Sheoraphuli Hooghly Ph9152688209,"Bapuli  Pupuli Mazumdar 176 GT Road Sheoraphuli Hooghly Ph9152688209, Hooghly, West Bengal, India",22.7708113,88.32914799999999
184,Hooghly,Indian Oil Petrol Pump Grand Trunk Rd Barabagan Serampore,"Indian Oil Petrol Pump Grand Trunk Rd Barabagan Serampore, petrol pump, Hooghly, West Bengal, India",22.7688469,88.3300576
185,Hooghly,Malwa Hotel Durgapur Expy Dankuni Ph8100005320,"Malwa Hotel Durgapur Expy Dankuni Ph8100005320, restaurant, Hooghly, West Bengal, India",22.9424662,88.1828508
186,Hooghly,Gautam Maruti Service Station Hindmotor Bhadrakali Hooghly Ph9152950020,"Gautam Maruti Service Station Hindmotor Bhadrakali Hooghly Ph9152950020, Hooghly, West Bengal, India",22.6799373,88.35201939999999
187,Hooghly,Bharat Petroleum Petrol Pump  B Dey I Pvt Ltd Grand Trunk Rd Serampore,"Bharat Petroleum Petrol Pump  B Dey I Pvt Ltd Grand Trunk Rd Serampore, petrol pump, Hooghly, West Bengal, India",22.751669,88.330398
188,Hooghly,Ludhiana Dhaba NH2 Old Delhi Road Dankuni Ph9163355787,"Ludhiana Dhaba NH2 Old Delhi Road Dankuni Ph9163355787, restaurant, Hooghly, West Bengal, India",22.7081182,88.2998618
189,Hooghly,Rajib Car Service Musalman Para Lane Serampore Ph9477090238,"Rajib Car Service Musalman Para Lane Serampore Ph9477090238, Hooghly, West Bengal, India",22.7546424,88.3417547
190,Hooghly,Bharat Petroleum Petrol Pump  Mukherjee SS 224A Grand Trunk Rd,"Bharat Petroleum Petrol Pump  Mukherjee SS 224A Grand Trunk Rd, petrol pump, Hooghly, West Bengal, India",22.7499133,88.3462809
191,Hooghly,Sai Baba Hotel Jagannathpur NH2 Dankuni Ph9051899852,"Sai Baba Hotel Jagannathpur NH2 Dankuni Ph9051899852, restaurant, Hooghly, West Bengal, India",22.7274464,88.3114851
192,Hooghly,Raychowdhury Enterprise RBC St Serampore Ph9836610039,"Raychowdhury Enterprise RBC St Serampore Ph9836610039, Hooghly, West Bengal, India",22.7319642,88.344021
193,Hooghly,Banik Filling Station NH2 Bypass Rajyadharpur Serampore Ph9830442456,"Banik Filling Station NH2 Bypass Rajyadharpur Serampore Ph9830442456, Hooghly, West Bengal, India",22.7501118,88.31833619999999
194,Hooghly,NH2 Food Junction TN Mukherjee Road Dankuni Ph9437140779,"NH2 Food Junction TN Mukherjee Road Dankuni Ph9437140779, Hooghly, West Bengal, India",22.6810013,88.2943021
195,Hooghly,Maruti Suzuki Service Center Serampore Dakshin Rajyadharpur Ph8479881992,"Maruti Suzuki Service Center Serampore Dakshin Rajyadharpur Ph8479881992, Hooghly, West Bengal, India",22.7565149,88.3241953
196,Hooghly,HP Petrol Pump Ph9830086064,"HP Petrol Pump Ph9830086064, petrol pump, Hooghly, West Bengal, India",22.630201,88.378281
197,Hooghly,Samrat Hotel  Restaurant NS Avenue Serampore Ph03326620896,"Samrat Hotel  Restaurant NS Avenue Serampore Ph03326620896, restaurant, Hooghly, West Bengal, India",22.75412,88.3403493
198,Hooghly,Prakash Motor Works Castrol Car Care Old GT Road Konnagar Ph9836772311,"Prakash Motor Works Castrol Car Care Old GT Road Konnagar Ph9836772311, Hooghly, West Bengal, India",22.7122081,88.3554228
199,Hooghly,Castrol Point Petrol Pump 532A Grand Trunk Rd Ph03326524567,"Castrol Point Petrol Pump 532A Grand Trunk Rd Ph03326524567, petrol pump, Hooghly, West Bengal, India",22.7445854,88.3498829
200,Hooghly,Ashirbad Hotel Bangihati Village Rishra Ph8013545612,"Ashirbad Hotel Bangihati Village Rishra Ph8013545612, restaurant, Hooghly, West Bengal, India",22.7261742,88.310035
201,Hooghly,Ghosh Enterprise Dr Chatterjee Lane Serampore Ph9830121732,"Ghosh Enterprise Dr Chatterjee Lane Serampore Ph9830121732, Hooghly, West Bengal, India",22.7542597,88.3408952
202,Hooghly,Bharat Petroleum Petrol Pump Mishra Bros Sheoraphuli GT Road,"Bharat Petroleum Petrol Pump Mishra Bros Sheoraphuli GT Road, petrol pump, Hooghly, West Bengal, India",22.7791305,88.3235523
203,Hooghly,Aman Dhaba Mullick Para Serampore Ph7576823239,"Aman Dhaba Mullick Para Serampore Ph7576823239, restaurant, Hooghly, West Bengal, India",22.7475424,88.33425489999999
204,Hooghly,Joy Tara Auto Repair South Rajyadhar Cur West Serampore Ph9331021076,"Joy Tara Auto Repair South Rajyadhar Cur West Serampore Ph9331021076, Hooghly, West Bengal, India",22.7520582,88.329635
205,Hooghly,Dankuni Super Service Station Petrol Pump State Highway 13 Dankuni Ph9831194582,"Dankuni Super Service Station Petrol Pump State Highway 13 Dankuni Ph9831194582, petrol pump, Hooghly, West Bengal, India",22.680571,88.3018201
206,Hooghly,Amaldar Hotel GT Road Belting Bazar Serampore Ph9051200916,"Amaldar Hotel GT Road Belting Bazar Serampore Ph9051200916, restaurant, Hooghly, West Bengal, India",22.751182,88.3346998
207,Hooghly,Ghosh Automobile Sheoraphuli GT Road Ph9874726363,"Ghosh Automobile Sheoraphuli GT Road Ph9874726363, Hooghly, West Bengal, India",22.7516346,88.3314154
208,Hooghly,HP Petrol Pump Durgapur Express Road Dankuni Ph8017702622,"HP Petrol Pump Durgapur Express Road Dankuni Ph8017702622, petrol pump, Hooghly, West Bengal, India",22.6809296,88.29701419999999
209,Hooghly,Dada Bhai Hotel GT Road Sheoraphuli Baidyabati Ph8420314936,"Dada Bhai Hotel GT Road Sheoraphuli Baidyabati Ph8420314936, restaurant, Hooghly, West Bengal, India",22.7711205,88.32902200000001
210,Hooghly,Das Garage Sheoraphuli GT Road Ph9088250132,"Das Garage Sheoraphuli GT Road Ph9088250132, auto repair, Hooghly, West Bengal, India",22.7551116,88.33721279999999
211,Hooghly,HP Petrol Pump Dakha Service Station PO Dankuni,"HP Petrol Pump Dakha Service Station PO Dankuni, petrol pump, Hooghly, West Bengal, India",22.6716987,88.30133699999999
212,Hooghly,Nabanna Hotel  Restaurant NS Avenue Serampore Ph8240100019,"Nabanna Hotel  Restaurant NS Avenue Serampore Ph8240100019, restaurant, Hooghly, West Bengal, India",22.9985593,88.36740139999999
213,Hooghly,TATA Motors Commercial Vehicles Workshop Baidyabati NH2 Delhi Road Ph9836496961,"TATA Motors Commercial Vehicles Workshop Baidyabati NH2 Delhi Road Ph9836496961, auto repair, Hooghly, West Bengal, India",22.6887387,88.3029478
214,Hooghly,Chaurasia Service Station Old NH2 Delhi Road Dankuni Ph9434061472,"Chaurasia Service Station Old NH2 Delhi Road Dankuni Ph9434061472, Hooghly, West Bengal, India",22.69591,88.297234
215,Hooghly,Hotel Golden Inn Dankuni Coal Complex near Toll Plaza Ph7044680948,"Hotel Golden Inn Dankuni Coal Complex near Toll Plaza Ph7044680948, restaurant, Hooghly, West Bengal, India",22.7018303,88.28825479999999
216,Hooghly,SK Automobiles Delhi Road Hooghly Ph9903095805,"SK Automobiles Delhi Road Hooghly Ph9903095805, Hooghly, West Bengal, India",22.7969781,88.3147863
217,Hooghly,Dhaka Service Centre Dankuni Maitypara Ph03326595388,"Dhaka Service Centre Dankuni Maitypara Ph03326595388, Hooghly, West Bengal, India",22.67155,88.3027283
218,Hooghly,Chandni Hotel Dankuni Maitypara Ph7547961392,"Chandni Hotel Dankuni Maitypara Ph7547961392, restaurant, Hooghly, West Bengal, India",22.67155,88.3027283
219,Hooghly,Seraj Ahamed Dankuni Maitypara Ph807670659,"Seraj Ahamed Dankuni Maitypara Ph807670659, Hooghly, West Bengal, India",22.6595886,88.34972680000001
220,Hooghly,Kalipada Service Centre Dankuni Joykrishnapur Ph9433056575,"Kalipada Service Centre Dankuni Joykrishnapur Ph9433056575, Hooghly, West Bengal, India",22.7466101,88.2680201
221,Hooghly,Bimal Mondal Hotel Dankuni Maitypara Ph8335918775,"Bimal Mondal Hotel Dankuni Maitypara Ph8335918775, restaurant, Hooghly, West Bengal, India",22.6669663,88.30406909999999
222,Hooghly,Prafulla Service Centre Teliamore Ph9836781466,"Prafulla Service Centre Teliamore Ph9836781466, Hooghly, West Bengal, India",22.9139002,88.3910296
223,Hooghly,Baishali Hotel Dankuni Joykrishnapur Ph7046159026,"Baishali Hotel Dankuni Joykrishnapur Ph7046159026, restaurant, Hooghly, West Bengal, India",22.6823053,88.3035717
224,Hooghly,Your Choice Ajabnagar Ph9433093974,"Your Choice Ajabnagar Ph9433093974, Hooghly, West Bengal, India",22.7964241,88.2400333
225,Hooghly,Shree Guru Hindu Hotel Dankuni Joykrishnapur Ph9831163275,"Shree Guru Hindu Hotel Dankuni Joykrishnapur Ph9831163275, restaurant, Hooghly, West Bengal, India",22.583585,88.2489161
226,Hooghly,Maa Annapurna Parul Arambagh Hooghly Ph9083555850,"Maa Annapurna Parul Arambagh Hooghly Ph9083555850, Hooghly, West Bengal, India",22.8722891,87.80153539999999
227,Hooghly,Sri Hari Hotel Mayapur Hooghly Ph8348100354,"Sri Hari Hotel Mayapur Hooghly Ph8348100354, restaurant, Hooghly, West Bengal, India",23.2409261,87.8512155
228,Hooghly,Tyre Repair Shop Juman Ansari Arambagh Hooghly Ph9641038399,"Tyre Repair Shop Juman Ansari Arambagh Hooghly Ph9641038399, Hooghly, West Bengal, India",22.7977743,88.3466129
229,Hooghly,Samanta Brothers Arambagh Hooghly Ph9933403092,"Samanta Brothers Arambagh Hooghly Ph9933403092, Hooghly, West Bengal, India",22.8794869,87.9172238
230,Hooghly,Rajput Dhaba Goghat Beli Ph9735493279,"Rajput Dhaba Goghat Beli Ph9735493279, restaurant, Hooghly, West Bengal, India",22.8940991,87.7623981
231,Hooghly,Motor Mechanic Electrical Koushik Parui Arambagh Hooghly Ph9734203189,"Motor Mechanic Electrical Koushik Parui Arambagh Hooghly Ph9734203189, Hooghly, West Bengal, India",22.8136833,87.93712409999999
232,Hooghly,BP Pump Goghat Beli Ph6289010937,"BP Pump Goghat Beli Ph6289010937, Hooghly, West Bengal, India",22.8916406,87.7578817
233,Hooghly,Janapriya Hindu Hotel Kamarpukur Ph9732583696,"Janapriya Hindu Hotel Kamarpukur Ph9732583696, restaurant, Hooghly, West Bengal, India",22.8916763,87.65859950000001
234,Hooghly,Motor Mechanic Mechanical Tapan Jana Arambagh Hooghly Ph9932250561,"Motor Mechanic Mechanical Tapan Jana Arambagh Hooghly Ph9932250561, Hooghly, West Bengal, India",22.8765026,87.7909507
235,Hooghly,Indian Oil Pump Chandipur Bengai Ph9474501151,"Indian Oil Pump Chandipur Bengai Ph9474501151, Hooghly, West Bengal, India",22.9336294,87.6753726
236,Hooghly,Kamarpukur Dhaba Kamarpukur Ph8145585058,"Kamarpukur Dhaba Kamarpukur Ph8145585058, restaurant, Hooghly, West Bengal, India",22.8976163,87.6556468
237,Hooghly,Motor Mechanic Mechanical Anuo Karamakar Arambagh Hooghly Ph9933648202,"Motor Mechanic Mechanical Anuo Karamakar Arambagh Hooghly Ph9933648202, Hooghly, West Bengal, India",23.0254851,88.4166027
238,Hooghly,BP Pump Chandipur Bengai Ph9932879407,"BP Pump Chandipur Bengai Ph9932879407, Hooghly, West Bengal, India",22.9336294,87.6753726
239,Hooghly,Raina Hindu Hotel Adambera Ph8670504839,"Raina Hindu Hotel Adambera Ph8670504839, restaurant, Hooghly, West Bengal, India",22.8396895,87.9634322
240,Hooghly,TATA Motors Kalipur Arambagh Auto Ph9434563628,"TATA Motors Kalipur Arambagh Auto Ph9434563628, Hooghly, West Bengal, India",23.2242,87.8558
241,Hooghly,HP Pump Khatul Ph8902797236,"HP Pump Khatul Ph8902797236, Hooghly, West Bengal, India",22.9690639,87.6556468
242,Hooghly,Chandni Hindu Hotel Bokultola Goghat Ph9733053960,"Chandni Hindu Hotel Bokultola Goghat Ph9733053960, restaurant, Hooghly, West Bengal, India",22.8867667,87.6941023
243,Hooghly,Tarama Engg Works Kamarpukur Ph9733625644,"Tarama Engg Works Kamarpukur Ph9733625644, Hooghly, West Bengal, India",22.8976163,87.6556468
244,Hooghly,BP Pump Kamarpukur Ph9732526117,"BP Pump Kamarpukur Ph9732526117, Hooghly, West Bengal, India",22.8976163,87.6556468
245,Hooghly,Titu Motor Garage Kantai Ph9735258842,"Titu Motor Garage Kantai Ph9735258842, auto repair, Hooghly, West Bengal, India",22.8945986,87.6716689
246,Hooghly,HP Pump Kantai Ph9933442081,"HP Pump Kantai Ph9933442081, Hooghly, West Bengal, India",21.7840281,87.68030279999999
247,Hooghly,MM Tractor Rudra Automobile Balibela Ph9732111166,"MM Tractor Rudra Automobile Balibela Ph9732111166, Hooghly, West Bengal, India",22.9978144,88.3678182
248,Hooghly,Indian Oil Kantai Ph9732296146,"Indian Oil Kantai Ph9732296146, Hooghly, West Bengal, India",21.7840281,87.68030279999999
249,Hooghly,BP Pump Ullaspur Ph9064467063,"BP Pump Ullaspur Ph9064467063, Hooghly, West Bengal, India",22.8809545,87.7395915
250,Malda,Reliance Petro Marketing Pvt Ltd Pandua,"Reliance Petro Marketing Pvt Ltd Pandua, Malda, West Bengal, India",25.129136,88.1529192
251,Malda,Pardesi Dhaba Narayanpur 8617033606,"Pardesi Dhaba Narayanpur 8617033606, restaurant, Malda, West Bengal, India",25.0691371,87.8732832
252,Malda,Mantu Automobile Krishnakalita 8145669744,"Mantu Automobile Krishnakalita 8145669744, Malda, West Bengal, India",25.0215191,88.15623389999999
253,Malda,MS Bengal Oil Company Narayanpur,"MS Bengal Oil Company Narayanpur, Malda, West Bengal, India",25.409042,87.8635686
254,Malda,Teesta Dhaba Rangabhita 9932672145,"Teesta Dhaba Rangabhita 9932672145, restaurant, Malda, West Bengal, India",25.2089753,88.186449
255,Malda,Md Anowar Garage 9474081264,"Md Anowar Garage 9474081264, auto repair, Malda, West Bengal, India",25.4650382,87.9103416
256,Malda,MS Utpal Roy Choudhury Gour Bangla,"MS Utpal Roy Choudhury Gour Bangla, Malda, West Bengal, India",25.2124156,87.9231635
257,Malda,Lakshmi Hotel Lakshmipur 9851545834,"Lakshmi Hotel Lakshmipur 9851545834, restaurant, Malda, West Bengal, India",24.801475,87.96778280000001
258,Malda,Arfan Garage Kaliachak 9733385639,"Arfan Garage Kaliachak 9733385639, auto repair, Malda, West Bengal, India",24.8601714,88.01918610000001
259,Malda,Paul Brothers Rathbari NH34,"Paul Brothers Rathbari NH34, Malda, West Bengal, India",25.0045795,88.1358491
260,Malda,Pathasathi Narayanpur Old Malda 8918729094,"Pathasathi Narayanpur Old Malda 8918729094, Malda, West Bengal, India",25.0557268,88.1364591
261,Malda,Monalisa Automobile Gazole 9732676201,"Monalisa Automobile Gazole 9732676201, Malda, West Bengal, India",25.2108593,88.1923843
262,Malda,Kaliachak Petro Mart Sultanganj,"Kaliachak Petro Mart Sultanganj, Malda, West Bengal, India",24.8547425,88.00353559999999
263,Malda,Master Dhaba Pandua 9547380101,"Master Dhaba Pandua 9547380101, restaurant, Malda, West Bengal, India",25.1517423,88.1656496
264,Malda,MS Babu Narayanpur 9933640699,"MS Babu Narayanpur 9933640699, Malda, West Bengal, India",24.9946936,88.1430897
265,Malda,Jhabarmal Mussadi Mangalbari,"Jhabarmal Mussadi Mangalbari, Malda, West Bengal, India",25.0188365,88.1498766
266,Malda,MS Hemraj Ramgopal Rangavita,"MS Hemraj Ramgopal Rangavita, Malda, West Bengal, India",25.2031811,88.1864224
267,Malda,COCO Swagat Indian Oil Kaluadighi Narayanpur,"COCO Swagat Indian Oil Kaluadighi Narayanpur, Malda, West Bengal, India",25.409042,87.8635686
268,Malda,MS Gour Fuel Services Station Gour Bangla,"MS Gour Fuel Services Station Gour Bangla, petrol pump, Malda, West Bengal, India",24.9479119,88.1109042
269,Malda,MS Jysona Kisan Seva Kendra Gopalganj,"MS Jysona Kisan Seva Kendra Gopalganj, Malda, West Bengal, India",25.4242696,88.7367697
270,Malda,MS Azam Kishan Seva Kendra Jalapur Chanchol,"MS Azam Kishan Seva Kendra Jalapur Chanchol, Malda, West Bengal, India",25.3303087,88.0673316
271,Malda,MS Seth Brothers Adina Shibari Nagar,"MS Seth Brothers Adina Shibari Nagar, Malda, West Bengal, India",25.1374349,88.1523157
272,Malda,MS SK Paul Uttar Jadupur,"MS SK Paul Uttar Jadupur, Malda, West Bengal, India",24.9843293,88.1169354
273,Howrah,Sen Service Station 9007968248,"Sen Service Station 9007968248, Howrah, West Bengal, India",22.6429212,88.33706579999999
274,Howrah,Grewal Dhaba Foreshore Road,"Grewal Dhaba Foreshore Road, restaurant, Howrah, West Bengal, India",22.5626211,88.3257859
275,Howrah,Howrah Orient Motor Kalipara,"Howrah Orient Motor Kalipara, Howrah, West Bengal, India",23.3719039,88.6277537
276,Howrah,Seem Service Station 9830042235,"Seem Service Station 9830042235, Howrah, West Bengal, India",22.6474565,88.30796529999999
277,Howrah,Punjabi Dhaba Andul Road Gesk Gate,"Punjabi Dhaba Andul Road Gesk Gate, restaurant, Howrah, West Bengal, India",22.5633443,88.3011243
278,Howrah,Shalimar Motor Parts Podra on Andul Road,"Shalimar Motor Parts Podra on Andul Road, Howrah, West Bengal, India",22.4764152,88.09010390000002
279,Howrah,Sankar Service Station 9831499780,"Sankar Service Station 9831499780, Howrah, West Bengal, India",22.5911916,88.3413088
280,Howrah,Krishna Hotel Churanhati Andul Road,"Krishna Hotel Churanhati Andul Road, restaurant, Howrah, West Bengal, India",22.5701921,88.2661644
281,Howrah,Raj Motor Foreshore Road,"Raj Motor Foreshore Road, Howrah, West Bengal, India",22.5698019,88.3314164
282,Howrah,Madan Service Station 9836686000,"Madan Service Station 9836686000, Howrah, West Bengal, India",22.6474565,88.30796529999999
283,Howrah,Ludhiana Dhaba Ankurhati,"Ludhiana Dhaba Ankurhati, restaurant, Howrah, West Bengal, India",22.6314236,88.3005834
284,Howrah,Salma Motor Betaitala Phari,"Salma Motor Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713
285,Howrah,Howrah Motor  Electric Co 9831148153,"Howrah Motor  Electric Co 9831148153, Howrah, West Bengal, India",22.5827989,88.334615
286,Howrah,Hindusthan Hotel Alampur,"Hindusthan Hotel Alampur, restaurant, Howrah, West Bengal, India",22.5845632,88.2145954
287,Howrah,Ganpati Motor 24 Banebari Bose Road,"Ganpati Motor 24 Banebari Bose Road, Howrah, West Bengal, India",22.5642767,88.2580721
288,Howrah,Makin Brothers,"Makin Brothers, Howrah, West Bengal, India",22.5756892,88.3314551
289,Howrah,Chidangar Dhaba Kona,"Chidangar Dhaba Kona, restaurant, Howrah, West Bengal, India",10.2544156,76.36806960000001
290,Howrah,Lala Motor Das Nagar Shampur,"Lala Motor Das Nagar Shampur, Howrah, West Bengal, India",22.6034365,88.30899149999999
291,Howrah,Kanak Service Station 9830194808,"Kanak Service Station 9830194808, Howrah, West Bengal, India",22.6474565,88.30796529999999
292,Howrah,Maa Kali Hotel Kona,"Maa Kali Hotel Kona, restaurant, Howrah, West Bengal, India",22.6111499,88.2888912
293,Howrah,Rakesh Motor Near Nabanna Bus Stand,"Rakesh Motor Near Nabanna Bus Stand, Howrah, West Bengal, India",22.5675401,88.31353969999999
294,Howrah,Shroff Brothers 9231551093,"Shroff Brothers 9231551093, Howrah, West Bengal, India",22.5818019,88.33621749999999
295,Howrah,Bora Dhaba Alampur,"Bora Dhaba Alampur, restaurant, Howrah, West Bengal, India",22.8986465,87.8340995
296,Howrah,Modi Tyre Betaitala Phari,"Modi Tyre Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713
297,Howrah,Pratap Service Station 9839710771,"Pratap Service Station 9839710771, Howrah, West Bengal, India",22.6474565,88.30796529999999
298,Howrah,Hotel Balaram Alampur,"Hotel Balaram Alampur, restaurant, Howrah, West Bengal, India",22.5965883,88.2254614
299,Howrah,Rahamat Repairing Center Betaitala Phari,"Rahamat Repairing Center Betaitala Phari, Howrah, West Bengal, India",22.5628051,88.3136713
300,Howrah,Grewal Service Station 9830027222,"Grewal Service Station 9830027222, Howrah, West Bengal, India",22.6474565,88.30796529999999
301,Howrah,Moonlight Alampur,"Moonlight Alampur, Howrah, West Bengal, India",22.5843344,88.21550680000001
302,Howrah,RK Motor Parts Alampur,"RK Motor Parts Alampur, Howrah, West Bengal, India",22.5835097,88.21176969999999
303,Howrah,Sakti Service Station 9830252780,"Sakti Service Station 9830252780, Howrah, West Bengal, India",22.6474565,88.30796529999999
304,Howrah,Standard Auto Service 9831148153,"Standard Auto Service 9831148153, Howrah, West Bengal, India",22.5861665,88.22441359999999
305,Howrah,Viluar Service Station 9831431090,"Viluar Service Station 9831431090, Howrah, West Bengal, India",22.6474565,88.30796529999999
306,Howrah,Beoli Service Station 9830052015,"Beoli Service Station 9830052015, Howrah, West Bengal, India",22.6474565,88.30796529999999
307,Howrah,Mishra Service Station,"Mishra Service Station, Howrah, West Bengal, India",22.6474565,88.30796529999999
308,Howrah,Mathuria Service Station 9831627765,"Mathuria Service Station 9831627765, Howrah, West Bengal, India",22.6474565,88.30796529999999
309,Howrah,Akash Moni Service Station 9830028954,"Akash Moni Service Station 9830028954, Howrah, West Bengal, India",22.5665503,88.3152181
310,Howrah,Karunamoyee Service Station,"Karunamoyee Service Station, Howrah, West Bengal, India",22.5621843,88.3053436
